   9.23874665961209D-002   1.24810671894136D-010
   9.25874368876035D-002   1.25080821378236D-010
   9.27874131387419D-002   1.25350978913521D-010
   9.29873834302245D-002   1.25621128397621D-010
   9.31873537217071D-002   1.25891277881721D-010
   9.33873299728455D-002   1.26161435417006D-010
   9.35873002643281D-002   1.26431584901106D-010
   9.37872765154665D-002   1.26701742436391D-010
   9.39872468069490D-002   1.26971891920491D-010
   9.41872170984316D-002   1.27242041404591D-010
   9.43871933495700D-002   1.27512198939876D-010
   9.45871636410526D-002   1.27782348423976D-010
   9.47871398921910D-002   1.28052505959261D-010
   9.49871101836736D-002   1.28322655443361D-010
   9.51870804751562D-002   1.28592804927460D-010
   9.53870567262946D-002   1.28862962462746D-010
   9.55870270177772D-002   1.29133111946846D-010
   9.57870032689156D-002   1.29403269482131D-010
   9.59869735603982D-002   1.29673418966231D-010
   9.61869438518808D-002   1.29943568450330D-010
   9.63869201030192D-002   1.30213725985616D-010
   9.65868903945018D-002   1.30483875469715D-010
   9.67868726052960D-002   1.30754041056186D-010
   9.69868428967786D-002   1.31024190540286D-010
   9.71868072286054D-002   1.31294331973200D-010
   9.73867894393996D-002   1.31564497559671D-010
   9.75867597308822D-002   1.31834647043771D-010
   9.77867359820206D-002   1.32104804579056D-010
   9.79867062735032D-002   1.32374954063156D-010
   9.81866765649857D-002   1.32645103547256D-010
   9.83866528161241D-002   1.32915261082541D-010
   9.85866231076067D-002   1.33185410566641D-010
   9.87865993587451D-002   1.33455568101926D-010
   9.89865696502277D-002   1.33725717586026D-010
   9.91865399417103D-002   1.33995867070126D-010
   9.93865161928487D-002   1.34266024605411D-010
   9.95864864843313D-002   1.34536174089511D-010
   9.97864627354697D-002   1.34806331624796D-010
   9.99864330269523D-002   1.35076481108896D-010
   9.97911071488084D-002   1.11763419589546D-010
   9.95957738576623D-002   8.84494732935415D-011
   9.94004479795184D-002   6.51364117741922D-011
   9.92051146883723D-002   4.18224654781872D-011
   9.90097888102284D-002   1.85094039588379D-011
   9.88144629320845D-002  -4.80365756051149D-012
   9.86191295954598D-002  -2.81176092845941D-011
   9.84238038082730D-002  -5.14306599477881D-011
   9.82284703806912D-002  -7.47446225280260D-011
   9.80331445935044D-002  -9.80576731912201D-011
   9.78378186244035D-002  -1.21370745566725D-010
   9.76424853787359D-002  -1.44684686434652D-010
   9.74471594096349D-002  -1.67997758810157D-010
   9.72518261639673D-002  -1.91311699678084D-010
   9.70565003767805D-002  -2.14624750341278D-010
   9.68611745895937D-002  -2.37937801004472D-010
   9.66658409800978D-002  -2.61251785297021D-010
   9.64705153748252D-002  -2.84564814247904D-010
   9.62751817653292D-002  -3.07878798540452D-010
   9.60798561600566D-002  -3.31191827491336D-010
   9.58845301909556D-002  -3.54504899866841D-010
   9.56891969452880D-002  -3.77818840734768D-010
   9.54938709761871D-002  -4.01131913110273D-010
   9.52985377305195D-002  -4.24445853978200D-010
   9.51032117614185D-002  -4.47758926353705D-010
   9.49078857923175D-002  -4.71071998729209D-010
   9.47125525466499D-002  -4.94385939597137D-010
   9.45172269413773D-002  -5.17698968548020D-010
   9.43218933318814D-002  -5.41012952840568D-010
   9.41265677266087D-002  -5.64325981791452D-010
   9.39312417575078D-002  -5.87639054166957D-010
   9.37359081480119D-002  -6.10953038459505D-010
   9.35405825427392D-002  -6.34266067410388D-010
   9.33452489332433D-002  -6.57580051702937D-010
   9.31499233279707D-002  -6.80893080653820D-010
   9.29545977226980D-002  -7.04206109604704D-010
   9.27592641132021D-002  -7.27520093897252D-010
   9.25639385079294D-002  -7.50833122848136D-010
   9.23686048984335D-002  -7.74147107140684D-010
   9.21732792931609D-002  -7.97460136091568D-010
   9.19779529602316D-002  -8.20773251891694D-010
   9.17826200783923D-002  -8.44087149335000D-010
   9.15872937454630D-002  -8.67400265135126D-010
   9.13919608636238D-002  -8.90714162578432D-010
   9.11966345306945D-002  -9.14027278378557D-010
   9.10013089254218D-002  -9.37340307329441D-010
   9.08059760435826D-002  -9.60654204772747D-010
   9.06106497106533D-002  -9.83967320572873D-010
   9.04153168288140D-002  -1.00728121801618D-009
   9.02199904958847D-002  -1.03059433381630D-009
   9.00246648906121D-002  -1.05390736276719D-009
   8.98293312811162D-002  -1.07722134705974D-009
   8.96340056758435D-002  -1.10053437601062D-009
   8.94386720663476D-002  -1.12384836030317D-009
   8.92433464610750D-002  -1.14716138925405D-009
   8.90480208558023D-002  -1.17047441820494D-009
   8.88526872463064D-002  -1.19378840249748D-009
   8.86573616410338D-002  -1.21710143144837D-009
   8.84620280315378D-002  -1.24041541574092D-009
   8.82667024262652D-002  -1.26372844469180D-009
   8.80713760933359D-002  -1.28704156049193D-009
   8.78760432114966D-002  -1.31035545793523D-009
   8.76807168785673D-002  -1.33366857373536D-009
   8.74853832690714D-002  -1.35698255802791D-009
   8.72900583914555D-002  -1.38029550012955D-009
   8.70947320585261D-002  -1.40360861592967D-009
   8.68993984490302D-002  -1.42692260022222D-009
   8.67040735714143D-002  -1.45023554232386D-009
   8.65087399619183D-002  -1.47354952661641D-009
   8.63134136289890D-002  -1.49686264241654D-009
   8.61180872960597D-002  -1.52017575821666D-009
   8.59227551418771D-002  -1.54348956881073D-009
   8.57274288089478D-002  -1.56680268461085D-009
   8.55320951994519D-002  -1.59011666890340D-009
   8.53367688665226D-002  -1.61342978470353D-009
   8.51414439889066D-002  -1.63674272680517D-009
   8.49461103794107D-002  -1.66005671109772D-009
   8.47507840464814D-002  -1.68336982689784D-009
   8.45554504369855D-002  -1.70668381119039D-009
   8.43601255593695D-002  -1.72999675329203D-009
   8.41647992264402D-002  -1.75330986909216D-009
   8.39694656169443D-002  -1.77662385338471D-009
   8.37741407393283D-002  -1.79993679548635D-009
   8.35788071298324D-002  -1.82325077977890D-009
   8.33834807969031D-002  -1.84656389557902D-009
   8.31881544639738D-002  -1.86987701137915D-009
   8.29928223097912D-002  -1.89319082197321D-009
   8.27974959768619D-002  -1.91650393777334D-009
   8.26021623673660D-002  -1.93981792206588D-009
   8.24068360344367D-002  -1.96313103786601D-009
   8.22115111568207D-002  -1.98644397996765D-009
   8.20161775473248D-002  -2.00975796426020D-009
   8.18208512143955D-002  -2.03307108006033D-009
   8.16255190602129D-002  -2.05638489065439D-009
   8.14301927272836D-002  -2.07969800645452D-009
   8.12348663943543D-002  -2.10301112225464D-009
   8.10395327848583D-002  -2.12632510654719D-009
   8.08442079072424D-002  -2.14963804864883D-009
   8.06488742977465D-002  -2.17295203294138D-009
   8.04535479648171D-002  -2.19626514874151D-009
   8.02582230872012D-002  -2.21957809084315D-009
   8.00628894777053D-002  -2.24289207513569D-009
   7.98675631447759D-002  -2.26620519093582D-009
